"data";"1";"7"
2014-04-10;2,1987;51127
2014-04-11;2,2059;51867
2014-04-14;2,2096;51596
2014-04-15;2,2257;50454
2014-04-16;2,2342;51200
2014-04-17;2,2482;52111
2014-04-22;2,2449;51976
2014-04-23;2,2426;51569
2014-04-24;2,2229;51817
2014-04-25;2,2325;51399
2014-04-28;2,237;51395
2014-04-29;2,2199;51838
2014-04-30;2,236;51626
2014-05-02;2,2221;52980
2014-05-05;2,2286;53446
2014-05-06;2,2322;53779
2014-05-07;2,2282;54052
2014-05-08;2,2107;53422
2014-05-09;2,2192;53100
2014-05-12;2,2164;54052
2014-05-13;2,2101;53907
2014-05-14;2,2129;54412
2014-05-15;2,2166;53855
2014-05-16;2,211;53975
2014-05-19;2,2111;53353
2014-05-20;2,2156;52366
2014-05-21;2,2111;52203
2014-05-22;2,2131;52806
2014-05-23;2,2187;52626
2014-05-26;2,2209;52932
2014-05-27;2,2354;52173
2014-05-28;2,2405;52639
2014-05-29;2,2251;52239
2014-05-30;2,239;51239
2014-06-02;2,264;51605
2014-06-03;2,2654;52032
2014-06-04;2,2802;51832
2014-06-05;2,2695;51558
2014-06-06;2,2445;53128
2014-06-09;2,2336;54273
2014-06-10;2,2296;54604
2014-06-11;2,2307;55102
2014-06-12;2,2306;NA
2014-06-13;2,2347;54806
2014-06-16;2,2313;54629
2014-06-17;2,2486;54299
2014-06-18;2,2534;55202
2014-06-20;2,238;54638
2014-06-23;2,2195;54210
2014-06-24;2,2217;54280
2014-06-25;2,2052;53425
2014-06-26;2,2089;53506
2014-06-27;2,1975;53157
2014-06-30;2,2025;53168
2014-07-01;2,2054;53171
2014-07-02;2,2134;53028
2014-07-03;2,2281;53874
2014-07-04;2,2149;54055
2014-07-07;2,2201;53801
2014-07-08;2,215;53634
2014-07-09;2,2139;NA
2014-07-10;2,2237;54592
2014-07-11;2,2228;54785
2014-07-14;2,2176;55743
2014-07-15;2,2195;55973
2014-07-16;2,2193;55717
2014-07-17;2,2403;55637
2014-07-18;2,2362;57012
2014-07-21;2,2238;57633
2014-07-22;2,2129;57983
2014-07-23;2,2202;57419
2014-07-24;2,2204;57977
2014-07-25;2,2293;57821
2014-07-28;2,2302;57695
2014-07-29;2,2278;57118
2014-07-30;2,2447;56877
2014-07-31;2,2674;55829
2014-08-01;2,2607;55902
2014-08-04;2,2577;56616
2014-08-05;2,2756;56202
2014-08-06;2,279;56487
2014-08-07;2,2802;56188
2014-08-08;2,2986;55572
2014-08-11;2,2779;56613
2014-08-12;2,277;56442
2014-08-13;2,2692;55581
2014-08-14;2,2703;55780
2014-08-15;2,269;56963
2014-08-18;2,2595;57560
2014-08-19;2,2587;58449
2014-08-20;2,255;58878
2014-08-21;2,2582;58992
2014-08-22;2,2778;58407
2014-08-25;2,2808;59735
2014-08-26;2,2748;59821
2014-08-27;2,2591;60950
2014-08-28;2,2499;60290
2014-08-29;2,2396;61288
2014-09-01;2,2364;61141
2014-09-02;2,2521;61895
2014-09-03;2,2319;61837
2014-09-04;2,2356;60800
2014-09-05;2,2416;60681
2014-09-08;2,2491;59192
2014-09-09;2,2813;58676
2014-09-10;2,2967;58198
2014-09-11;2,288;58337
2014-09-12;2,3251;56927
2014-09-15;2,3401;57948
2014-09-16;2,3351;59114
2014-09-17;2,3384;59108
2014-09-18;2,3668;58374
2014-09-19;2,3656;57788
2014-09-22;2,387;56818
2014-09-23;2,4026;56540
2014-09-24;2,407;56824
2014-09-25;2,4085;55962
2014-09-26;2,431;57212
2014-09-29;2,4522;54625
2014-09-30;2,451;54115
2014-10-01;2,4623;52858
2014-10-02;2,4785;53518
2014-10-03;2,4932;54539
